Hero_id,Bg_Line1,Bg_Line2,Bg_Line3,Bg_Line4,Bg_Line5,Bg_Line6,Bg_Line7,Bg_Line8,Bg_Line9,Bg_Line10,Bg_Line11,Bg_Line12,Bg_Line13,Bg_Line14,Bg_Line15,Bg_Line16,Bg_Line17,Bg_Line18,Bg_Line1_en,Bg_Line2_en,Bg_Line3_en,Bg_Line4_en,Bg_Line5_en,Bg_Line6_en,Bg_Line7_en,Bg_Line8_en,Bg_Line9_en,Bg_Line10_en,Bg_Line11_en,Bg_Line12_en
96,{所谓天才大概就是如莱恩娜，足够敏锐且天赋异禀。国会注意到她是迟早的事，再三斟酌后他们带走了年仅5岁的莱恩娜，计划将她培养成新世代的执行者。},{逐渐长大的少女深受国会器重，她严格执行国王命令，监视着王城的一草一木，莱恩娜很喜欢这个任务，又或者说，她喜欢这个世界，这个永远鲜活，永远充满希望的世界。},"{察觉封灵碑的异常后，她第一时间禀报了国王，魔物曾试图扰乱她纯洁的灵魂，但受过特训的少女显然没有那么容易被侵扰，但是她十足的正义感就令那些魔物恐惧。
“有新任务咯，赌上执行者的名誉，我一定要将魔物再次封印。”}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The so - called genius is probably someone like Lenna, who is sharp enough and incredibly talented. It was only a matter of time before the parliament noticed her. After much deliberation, they took away Lenna, who was only 5 years old, with the plan of training her to be an executor of the new generation.","The girl, who was growing up gradually, was highly regarded by the parliament. She strictly carried out the king's orders and monitored every plant and tree in the royal city. Lenna loved this task. Or rather, she loved this world, a world that was always full of vitality and hope.","After detecting the abnormality of the Spirit - Sealing Monument, she reported it to the king immediately. The demons had tried to disrupt her pure soul, but the girl, who had received special training, was clearly not so easily bothered. Moreover, her strong sense of justice terrified those demons.
""There's a new mission. I'll stake my reputation as an executor. I must seal the demons again."" Lenna said.",,,,,,,,,
97,{觉曾经无数次坐在高台边缘，她能听到风的轻语，触摸到雨的滴落，却看不见世界的形状。不知从什么时候开始，期待的感觉消失了，快乐或是悲伤于她而言都毫无意义。},{她原以为自己的心再也掀不起一丝波澜，直到封灵碑封印破损，库洛兰德大乱，拉法叶的声声低诉终是唤醒了她尘封于内心深处的记忆。},"{她说，觉，再等一等，我已经找到治愈你眼睛的方法了，等魔物被封印我们一定可以过回以前美好的日子。
那一瞬间觉听见了自己的心跳声，所以，就再期待一下吧。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Satoru had sat on the edge of the high platform countless times. She could hear the whispers of the wind and feel the raindrops, but she couldn't see the shape of the world. She didn't know when it started, but the feeling of anticipation had disappeared. Happiness or sadness meant nothing to her.","She had thought that her heart would never stir again. However, when the seal of the Spirit - Sealing Monument was damaged and Kurorand fell into chaos, the soft whispers of Lafayette finally awakened the memories that had been sealed deep in her heart.","She said, ""Satoru, wait a little longer. I've found a way to cure your eyes. Once the demons are sealed, we'll definitely be able to return to the good old days.""
At that moment, Satoru heard the sound of her own heartbeat. So, she decided to look forward to it again.",,,,,,,,,
98,"{阿古丽娅站在圣骑士团的高塔上，望着远方的天空。夕阳的余晖洒在她的银甲上，折射出温暖的光芒。突然，一只受伤的白鸽跌落在她脚边，脚上绑着一封沾血的信件。她展开信件，上面写着：""暗影森林，孩子们需要你。""}","{她立即策马赶往暗影森林，心中隐隐不安。森林深处传来微弱的哭泣声，她循声而去，发现几个黑袍人正围着一群瑟瑟发抖的孩子。黑袍人冷笑道：""十五年前让你逃了，这次可不会了。""}",{战斗一触即发。阿古丽娅毫不犹豫地冲入敌阵，手中的武器化作两道银光，每一次突刺都带走一个魔物的性命。她的速度之快，让敌人根本无法捕捉她的身影。},"{最终，黑袍人在光芒中溃散。阿古丽娅抱起一个哭泣的小女孩，轻声安慰道：""别怕，有我在。""她望着孩子们重获自由的笑脸，明白这就是她坚守的意义——用光明驱散黑暗，守护每一个需要帮助的人。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aguria stood on the high tower of the Paladin Order, looking at the distant sky. The afterglow of the setting sun fell on her silver armor, refracting a warm light. Suddenly, a wounded white dove fell at her feet, with a blood - stained letter tied to its leg. She unfolded the letter, which read: ""In the Shadow Forest, the children need you.""","She immediately mounted her horse and rushed towards the Shadow Forest, feeling a sense of unease. Faint cries came from the depths of the forest. She followed the sound and found several people in black robes surrounding a group of trembling children. The black - robed men sneered and said, ""You managed to escape fifteen years ago, but not this time.""","The battle was on the verge of breaking out. Aguria charged into the enemy ranks without hesitation. The weapons in her hands turned into two silver lights, and each stab took the life of a demon. She was so fast that the enemies couldn't even catch sight of her.","Finally, the men in black robes dispersed in the light. Aguria picked up a crying little girl and comforted her softly, ""Don't be afraid. I'm here."" Looking at the smiling faces of the children who regained their freedom, she understood the meaning of her perseverance - to dispel darkness with light and protect everyone in need.",,,,,,,,
99,"{蒂尔属于兽人族里的异种蝠，这是一种极喜生物的灵魂之力的物种。
小时候的蒂尔并没有现在的冷漠无情，在一场大战后一切都变了。
身为兽族的她在年幼时曾被人族平民收养，那时的她深受光明之力的熏陶，虽然没有华衣美食，但是养父母的爱意滋养了她。她目之所及皆是美好，有友善的邻居、和煦的太阳以及柔软的草地。}",{然而一场人族之间的战争冲突却打破了平静，她只能眼睁睁地看着养父母在战争中被苦苦折磨着离去，灵魂之力破散在空中。躲在角落里的蒂尔看到了面目狰狞的士兵们，以及战争后千疮百孔的土地、破败不堪的房屋。这时，她看清了人族光明之力下的虚伪与残忍。隐匿在身体里的兽族气息被诱发了出来，黑色瞳仁也化成鲜艳的红色。},"{幻形后的蒂尔对自己的力量不能很好的控制，她肆意地破坏着周围的一切，发泄着体内突然暴涨的力量带来的痛苦。直到遇见斯莉德，她拿给了蒂尔一柄散发着红色辉光的利剑，她体内不安分的力量才缓缓平息下来。
这柄需要依靠生物的灵魂之力去滋养的利剑于蒂尔而言是一把双刃剑。蒂尔的力量在增强的同时，对灵魂之力的渴望也在增加，甚至偶尔会丧失理智。但，能摧毁光明的力量她又怎么会放弃呢。}","{她没有信仰，被邪恶吞噬的内心只是斯莉德眼中一把绝佳的武器。
白天她藏匿在各种角落里，暗夜才是她开始捕猎的主场。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thiel belongs to a Alien Bat within the Orc tribe. This is a species that has an extreme fondness for the soul energy of living beings.
When she was a child, Thiel wasn't as cold - hearted as she is now. Everything changed after a great war.
As an orc, she was adopted by human civilians when she was young. At that time, she was deeply influenced by the power of light. Although she didn't have fancy clothes or delicious food, the love of her adoptive parents nourished her. Everywhere she looked, there was beauty - friendly neighbors, a warm sun, and soft grasslands.","However, a war conflict among humans shattered the peace. She could only watch helplessly as her adoptive parents were tortured to death in the war, and their soul energy scattered into the air. Thiel, hiding in the corner, saw the hideous - faced soldiers, as well as the war - torn land and dilapidated houses. At that moment, she saw through the hypocrisy and cruelty beneath the power of light of the human race. The orcish aura hidden in her body was triggered, and her black pupils turned bright red.","After transforming, Thiel couldn't control her power well. She wantonly destroyed everything around her, venting the pain caused by the suddenly surging power within her body. It was not until she met Slider that Slider gave Thiel a sharp sword emitting a red glow, and the restless power in her body gradually subsided.
This sharp sword, which needs to be nourished by the soul power of living beings, is a double - edged sword for Thiel. While Thiel's power is increasing, her desire for soul power is also growing, and she may even lose her reason occasionally. However, how could she give up the power that can destroy the light?","She has no faith. Her heart consumed by evil is just an excellent weapon in the eyes of Slider.
During the day, she hides in various corners, and the dark night is the stage where she starts her hunting.",,,,,,,,
100,"{斐拉一直是温特利亚家族中最出色的存在。
温特利亚家族自从先辈陨落，百年来没有一个族人能进入圣骑士团，甚至在逐渐式微。而斐拉作为人类与精灵的结合体，觉醒的力量给没落的温特利亚家族带来了荣誉和生机。}",{斐拉诞生那日有层层圣光包裹着她，家族长老闻讯赶来把她带走了。这时被封存在密室里的器械也在散出缕缕蓝光，与斐拉体内的力量形成了感应。这给温特利亚家族带来了极大的惊喜。},{斐拉至今不知道她的父母是何模样，家族里的长老对此缄口不言，只是日复一日地督促她一刻不停地研习和进修。年幼时斐拉常因为一瞬的懈怠而被责罚，或被难以控制的器具所伤。但长老却告诫她不能失败，更严厉地对她进行训练。有片刻的休息时，她想与其他族人亲近，但他们总是避而远之。久而久之，斐拉排斥与他人亲近，甚至变得傲娇，并拒人千里之外。},{成为圣骑士团成员对斐拉而言并不是很重要，只是为了完成家族的使命罢了。出使骑士团的任务使她见证了人类的渺小和脆弱，也目睹了他们的真情实意。虽然她对此表现得不屑一顾，讽刺得毫不留情，但孤独的内心也拥有着柔软的内心，渴望着这一分亲密。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phila has always been the most outstanding one in the Winteria Family. Since the fall of their ancestors, no member of the Winteria Family has been able to join the Paladin Order for a hundred years, and the family has even been in decline. As a hybrid of human and elf, Phila's awakened power has brought honor and vitality to the declining Winteria Family.","On the day Phila was born, layers of holy light enveloped her. The family elders, hearing the news, rushed over and took her away. At that moment, the equipment sealed in the secret chamber also emitted strands of blue light, resonating with the power within Phila. This brought great surprise to the Winteria family.","To this day, Phila does not know what her parents looked like. The elders of the family remain tight-lipped about it, only urging her day after day to study and train without pause. As a child, Phila was often punished for moments of laziness or injured by uncontrollable equipment. But the elders warned her not to fail and trained her even more harshly. During rare moments of rest, she wanted to get closer to other tribe members, but they always kept their distance. Over time, Phila grew to reject closeness with others, even becoming tsundere and keeping people at arm's length.","Becoming a member of the Paladin Order is not very important to Phila. It's just to fulfill the mission of her family. The task of being an envoy to the Paladin Order has made her witness the insignificance and fragility of humans, as well as their genuine emotions. Although she shows disdain and is merciless in her sarcasm, her lonely heart also has a soft side, longing for that bit of intimacy.",,,,,,,,
101,"{奥兰多是圣骑士团的灵眼。
她作为一个通灵人，不仅可以与一切通灵之物沟通，而且透过她那双水蓝色的眼睛可以看到未来。但灵眼所及之处并不具体，只是一些象征性的符号和画面。在预感强烈之时，她的长枪也会发生感应，指示方向。}","{但这远远不够，还需要尤缇迦的指引下才能找到答案。
在她途径一个边陲小镇时，曾感知到小镇即将有巨大灾难发生。但转而这种预感消失了，反而是小镇即将迎来蓬勃发展。}",{两种极度割裂的未来让还不够成熟的预言家奥兰多受尽了折磨，她的精神力损失严重。还未来得及作出正确的选择，灾难已经提前降临在小镇上。熊熊烈火在镇上蔓延，被火势困住的奥兰多力量透支严重，听到人们的痛吟，她心焦如焚却无计可施。},{这次灾难让奥兰多对自己的存在和能力产生了怀疑，一度游离在世界之外，不敢面对现实。但尤缇迦告诉她，预言是神的旨意，灾难的意外来临只是背离神者的惩罚。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Orlando is the spiritual eye of the Paladins.
As a psychic, she can not only communicate with all psychic things, but also see the future through her aqua blue eyes. But what the spiritual eye can reach is not specific, just some symbolic symbols and pictures. When the premonition is strong, her spear will also sense and indicate the direction.","But this is far from enough, and it takes Utija's guidance to find the answer.
When she was passing through a border town, she had sensed that a huge disaster was about to happen in the town. But instead this hunch disappeared, and instead, the town was about to usher in vigorous development.","The two extremely divided futures have tortured the immature prophet Orlando, and her mental strength has been severely damaged. Before we can make the right choice, disaster has already come to the town in advance. The raging fire spread in the town, and Orlando, trapped by the fire, was severely overdrawn. Hearing people's pain, she was so anxious but could do nothing.","This disaster made Orlando doubt his own existence and ability, and he was once outside the world, afraid to face reality. But Yutika told her that the prophecy was the will of God, and the unexpected arrival of disaster was just a punishment for those who deviate from God.",,,,,,,,
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
103,"{夏蒂总是独来独往，她不认为与人类合作是一件好事，但也不认同斯莉德毁灭世界这种极端做法。
在他人眼中，夏蒂总是以一个旁观者的角色出现，是冷漠和孤傲的，但最开始她并非如此。
夏蒂的母亲极为和善和亲切，极富同理心，喜欢帮助弱小和解决困难，但她的母亲并没有得到好的回报。}",{生活的村庄里遇到了天灾人祸，狂风吹倒了房屋，军队交战踏破了土地。村民们在乱中逃窜，而她的母亲为了救一个被压在坍塌房屋下的小女孩被军队特制的箭倒在地，再也没有起来。},"{被救出的小女孩并不觉得感恩或是愧疚，甚至埋怨夏蒂的母亲救了她，害她还要受尽折磨。而幸存下来的夏蒂也在其他村民们的脸上看到了冷漠的神情。
从此夏蒂认为母亲说的善良的人总是幸运的这句话毫无道理，她开始不信任任何人，因为任何人都可以抛弃或者被抛弃。}","{但是她手中的利剑却从没刺向无辜之人，面对邪恶力量造成的无妄之灾时，她也并不能无动于衷。因为这时她会想起她的母亲在临前的微笑和念叨。
也许在夏蒂心里，那把利剑就如母亲般的存在，让她内心得到了抚慰，怀有希望。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shady is always on her own, she doesn't think it's a good thing to cooperate with humans, but she also doesn't agree with Slide's extreme approach of destroying the world.
In the eyes of others, Shady always appeared as a bystander, cold and arrogant, but at first she was not like that.
Shady's mother is extremely kind and kind, empathetic, and likes to help the weak and solve difficulties, but her mother does not get good returns.","There were natural and man-made disasters in the village where he lived. The strong wind blew down the house, and the army fought and trampled the land. The villagers fled in the chaos, while her mother was thrown to the ground by a special arrow made by the army in order to save a little girl who was crushed under the collapsed house and never got up again.","The rescued little girl didn't feel grateful or guilty, and even complained that Shady's mother had rescued her, causing her to be tortured. And Shady, who survived, also saw indifference on the faces of the other villagers.
From then on, Shattie thought that her mother's saying that good people are always lucky was unreasonable, and she began to distrust anyone, because anyone can be abandoned or abandoned.","However, the sharp sword in her hand never stabbed innocent people, and she could not remain indifferent when faced with the unavoidable disaster caused by evil forces. Because then she will think of her mother's smile and talk before her arrival.
Perhaps in Shady's heart, the sharp sword was like a mother's existence, which gave her comfort and hope.",,,,,,,,
104,"{贝缇娜是兽人族里很特别的存在。
贝缇娜的一双金眸像水似的温柔和顺，身形也娇小可人，极具欺骗性的外表总会让敌人掉以轻心。
族内年轻一辈的比试比比皆是，傲慢、好战、不服输是他们与生俱来的天性。}","{但贝缇娜与之不同，她向往和平和安宁，更不愿参与打斗和战争。这让很多族人对她产生偏见和不满，来挑衅的也不在少数。蒂尔就是其中之一。
族内有名的战斗之一就是蒂尔和贝缇娜在森林里的交战。在这之前没有人与贝缇娜真正的打斗过，她总是单方面的防御和逃避。}","{这一战让不少族人见识了贝缇娜的真正力量，不禁感到后怕。
起初，贝缇娜路过被邪念包裹的蒂尔，善意地上前想缓解一下蒂尔的痛苦。但蒂尔见到内心无比光明的贝缇娜，想到了自己以前愚蠢的光明信仰，这一刻的蒂尔体内充斥着煞气和邪念。}","{面临如此步步紧逼的蒂尔，贝缇娜的防守完全无法招架。眼看自己即将被利刃刺穿喉咙，贝缇娜的自我防御武器双尾戟爆发了强大力量。
这一战后族内同辈几乎无人再找贝缇娜寻衅生事。因为就连强大如蒂尔，也无法完胜。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bettina is a very special existence in the orc race.
Bettina's golden eyes are as gentle and smooth as water, and her stature is also petite and lovely, and her deceptive appearance will always make the enemy take it lightly.
There are many competitions among the younger generation in the clan, arrogance, belligerence, and unwillingness to admit defeat are their innate natures.","But Bettina is different, she yearns for peace and tranquility, and is even more reluctant to participate in fights and wars. This made many clansmen have prejudice and dissatisfaction with her, and there were not a few who came to provoke her. Thiel is one of them.
One of the famous battles in the clan is the battle between Thiel and Bettina in the forest. No one had really fought with Bettina before, she was always unilaterally defending and evading.","This battle allowed many clansmen to see the true power of Bettina, and they couldn't help but feel scared.
At first, Bettina passed by Thiel, who was wrapped in evil thoughts, and stepped forward with kindness to relieve Thiel's pain. But when Thiel saw Bettina, who had an extremely bright heart, he thought of his foolish belief in the light before. At this moment, Thiel was full of evil spirits and evil thoughts.","Facing such a pressing Thiel, Bettina's defense was completely unstoppable. Seeing that she was about to be pierced by a sharp blade in her throat, Bettina's self-defense weapon, the Two-Tailed Halberd, exploded with great power.
After the war, almost no one of the same generation in the clan looked for Bettina to provoke trouble. Because even as strong as Thiel can't win.",,,,,,,,
105,"{德琳黑发紫眸具有攻击性的面孔总是被人类误解，但她从不在意，也从不解释。
最初，德琳并不是一名守夜人，是她体内强大的力量吸引了执行完任务的佐伊。}",{德琳体内难以掌控的两股力量在互相争抢和搏斗，使得她疼痛异常，一直处于暴走状态。德琳知道佐伊的打算，但如果再不进行压制，她有可能会暴裂而亡。于是，她答应了佐伊的条件，作为一名守夜人活了下来，但从此失去了自由。},"{成为守夜人虽不是她的意愿，执行任务时也永远是暗夜中的独行客，但在危急时刻，却从未抛弃过同伴。
而作为人族的德琳，生命却比一般人族要长，但相貌并不会衰老。}","{她在老国王诞生之际就已存在，见过这个大陆的荣辱兴衰。在她生人勿近的外表下也有一颗怜悯之心，但她却并不相信所谓的神之语言和救世主。
她只相信一切真正的力量。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Madeline's aggressive face with black hair and purple eyes is always misunderstood by humans, but she never cares and never explains.
At first,Madeline was not a night watchman, it was the powerful power in her body that attracted Zoe who had completed her mission.","The two uncontrollable forces in Madeline's body were fighting and fighting with each other, causing her to experience extreme pain and be in a state of berserk. Madeline knew Zoe's plan, but if she didn't suppress it, she might explode and die. So she agreed to Zoe's condition and survived as a night watchman, but lost her freedom ever since.","Although it was not her wish to become a night watchman, and she would always be a lone traveler in the dark night when performing tasks, but in critical moments, she never abandoned her companions.
As a human race, Madeline has a longer lifespan than the average human race, but her appearance does not age.","She existed when the old king was born, and she has seen the ups and downs of this continent. There is also a compassionate heart under her unfriendly appearance, but she does not believe in the so-called language of God and the savior.
She only believes in all real power.",,,,,,,,
106,"{作为兽人族族长最受宠的小女儿，性格却与兽人族相差甚远。在哈娜的世界里，万物都具有纯善之心。
哈娜刚出生时十分弱小，呼吸不稳，险些丢了性命。在族人的细心呵护下，哈娜养成了纯真善良的一面。}",{只要是哈娜想要的东西，都会得到，但她总想去外面的世界去看看。直到成年的那一天，哈娜躲过找她的人群，无意中触碰到了族内禁地。一把长柄斧钺向她飞来，禁地磁场反应过于强烈，来不及多想，哈娜已晕倒在地。这是哈娜苏醒后脑海中最后的记忆，她试着拿起随她而来的兵器，竟轻松无比。},"{无论是谁擅闯禁地，都会受到惩罚，但哈娜不仅没有被惩罚，而且族人连同族长在内都停止所有战事为哈娜祈福。
就连族内最特别的贝缇娜也感到好奇，如此天真柔弱，怎么让高傲、自大、好战的兽人一族为之顺从的。}","{有传言说是因为哈娜的母亲是兽人族至高无上的英雄，也有人说是因为哈娜体内的蓝色血液无比珍稀……
但真正的真相究竟是什么，没有人知道。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"As the most favored youngest daughter of the patriarch of the orc clan, her character is far from that of the orc clan. In Hana's world, everything has a pure and kind heart.
Hana was very weak when she was born, her breathing was not stable, and she almost lost her life. Under the careful care of her tribe, Hana developed a pure and kind side.","As long as Hana wants, she will get it, but she always wants to go to the outside world to see. Until the day when she became an adult, Hana avoided the crowd looking for her and accidentally touched the forbidden area of the clan. A long-handled ax flew towards her, the forbidden ground's magnetic field reacted too strongly, and Hana fainted to the ground before she had time to think about it. This was the last memory in Hana's mind after waking up. She tried to pick up the weapon that came with her, but it was extremely easy.","Anyone who trespasses into the forbidden land will be punished, but Hana was not only spared punishment—the entire tribe, including the clan leader, ceased all warfare to pray for her.
Even Bettina, the most unique member of the tribe, was curious. How could someone so innocent and delicate make the proud, arrogant, and warlike beastmen submit to her?","Some say it's because Hana's mother was the supreme hero of the beastmen tribe, while others claim it's because the blue blood within Hana is incredibly rare...
But what the true truth is, no one knows.",,,,,,,,
107,"{尤蕾拉很喜欢恶作剧，但她的伎俩并不巧妙，甚至漏洞百出。
她很享受愚弄他人的这种乐趣， 有时候她只是在与人类愉悦交谈时突然幻化出毛茸茸的兽耳或是兽尾，或是露出自己的尖齿做出吃人的表情。}",{在好战的兽人一族中，她却最喜欢躲藏和隐蔽，并不恋战。尤蕾拉很擅长利用自己小巧的身形，以及不引人注意的毛发，穿梭在黑夜中，让人不易发现。她也常常用这样的方式在暗处闪现，又快速消失，然后在暗处等待他人惊吓的模样。},"{但最近尤蕾拉有点恼怒，她的恶作剧对新来的异世界的人并不起作用，她甚至化出狼人凶恶的原形也不能吓他一下。
所以，最近的尤蕾拉更加神出鬼没，在努力制造一些小动静。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eurera loves to play tricks, but her tricks are not subtle, and even full of loopholes.
She enjoys fooling others, and sometimes she just conjures up furry ears or tails, or reveals her fangs in a cannibalistic expression, when she is pleasantly chatting with humans.","Among the warlike orcs, she likes hiding and hiding the most, and she doesn't like fighting. Eurella is very good at using her small body and unobtrusive hair to shuttle through the night, making it difficult for people to find. She also often used this method to flash in the dark, and then quickly disappeared, and then waited in the dark for others to look frightened.","But recently Eurera was a little annoyed, her pranks didn't work on the newcomer from another world, and she couldn't scare him even by turning into a werewolf's ferocious original form.
Therefore, recently Eureira is even more elusive, trying to create some small movements.",,,,,,,,,
108,{没有哪一只精灵像多莉一样，能与大自然进行无声息的灵魂沟通。无论是树木花草，还是游鱼飞鸟，都能被多莉的热情感染，被她折服。},{多莉尤其喜欢在森林中飞行和栖息，感受清新自由的气息，这让她形成了独特的自然力量，具有疗愈能力的同时也具有复苏的能力。},"{“多莉！停下！”
精灵长老看着自己精心清理掉的杂草又被多莉一箭复苏，有些气急败坏。但多莉显然没有在意长老的情绪，一瞬间让光秃的土地绿意盎然。}",{因为多莉是自由的，也认为万物也是自由的，不应该扼杀它们的生长，也认为“有用”不应该成为自然的标准。她与众不同的想法一直不被他人接纳，但她依然在用行动履行自己的观点，所到之处皆是生命气息。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"There is no elf like Dolly who can communicate silently with nature. Whether it is trees, flowers and plants, or fish and birds, you can be infected by Dolly's enthusiasm and be impressed by her.","Dolly especially likes to fly and inhabit the forest, and feel the fresh and free breath, which makes her form a unique natural power, which has the ability to heal and revive at the same time.","Dolly! Stop!"" The elf elder was a little out of breath as he watched the weeds he had carefully cleaned up were revived by Dolly's arrow. But Dolly obviously didn't care about the elder's emotions, and instantly made the bare land green.","Because Dolly is free, she also believes that all things are also free, and their growth should not be stifled, and she also believes that ""usefulness"" should not be the standard of nature. Her unique ideas have not been accepted by others, but she is still implementing her views with actions, and everywhere she goes is the breath of life.",,,,,,,,
109,"{莉薇娅从小生活在一个与世隔绝的神秘森林里。在祖母的指导下，学会使用了一本神奇的魔导书。祖母临终前，曾告诫莉薇娅谨慎使用力量，避免酿成灾难。
莉薇娅虽尊敬祖母教诲，却渴望展现自己的能力。}",{她开始游历，寻找需要帮助的人。某次，她来到一座小城，结识了那里的领主，协助他处理各类事务。在权力诱惑下，她逐渐迷失。直到她发现领主意图利用她的力量控制城内的居民谋求无尽能量。},{关键时刻，她想起祖母的教诲，认识到力量应用于保护无辜。她揭露领主阴谋，拯救了居民。从此，她决心仅在必要时使用魔导书的力量，捍卫正义和无辜生命。她关注弱势群体。她渴望用力量捍卫正义，为世界带来和平。},{她不断提升自己的能力，为弱者发声。她誓言永远铭记祖母的教诲，将魔导书的力量用于正义事业。尽管前路充满挑战，但她坚信，只要信念坚定，黑暗势力终将被驱散。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Livia lived in a mysterious forest isolated from the world since she was a child. Under the guidance of her grandmother, she learned to use a magical magic book. Before her death, her grandmother warned Livia to use power carefully to avoid disasters .
Although Livia respects her grandmother's teachings, she is eager to show her abilities.","She began to travel, looking for people in need. One time, she came to a small town, got acquainted with the lord there, and assisted him in handling various affairs. Under the temptation of power, she gradually lost herself. Until she discovered that the lord was trying to use her power to control the residents of the city for endless energy.","At the critical moment, she remembered her grandmother's teachings and realized that power should be used to protect the innocent. She uncovered the plot of the lord and saved the inhabitants. Since then, she is determined to use the power of the magic book only when necessary to defend justice and innocent lives. She focuses on the underprivileged. She is eager to use her strength to defend justice and bring peace to the world.","She constantly improves her abilities and speaks out for the weak. She vowed to always remember her grandmother's teachings and use the power of the magic book for the just cause. Although the road ahead is full of challenges, she firmly believes that as long as the faith is firm, the dark forces will eventually be dispelled.",,,,,,,,
110,{塞雷娜的双手被神秘锁链所束缚，这些锁链的目的是为了控制她强大的力量。她失去了记忆，对自己的过去一无所知，唯一的线索是她佩戴的一条镶嵌红宝石的项链。},{塞雷娜意识到，要找回失去的记忆，她必须展开一段寻找自己过去的征程。在这段旅途中，她遇到了许多志同道合的伙伴，他们在困境时互相扶持。通过不断的实践与挑战，塞雷娜逐步学会了如何控制自己的力量，锁链的束缚也开始变得不再那么严密。},{随着时间推移，塞雷娜逐渐理解了自己的过去。她勇敢地面对自己的身世和命运，立志用自己的力量守护她所珍视的一切。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Serena's hands are bound by mysterious chains designed to control her mighty powers. She has lost her memory and is ignorant of her past, with the only clue being a necklace she wears set with rubies.","Serena realizes that to get her lost memories back, she must embark on a journey to find her past. During this journey, she met many like-minded partners who supported each other in times of difficulty. Through continuous practice and challenges, Serena gradually learned how to control her power, and the chains became less tight.","As time goes by, Serena comes to understand her past. She bravely faces her life experience and destiny, determined to protect everything she cherishes with her own strength.",,,,,,,,,
111,"{露娜是一位拥有水之力的纯洁天使，她的羽翼如白云般柔软。她是大自然的守护者，被赋予操控水元素的神奇能力。
露娜诞生在一片宁静的湖泊，她的心灵纯净如清泉，天使的羽翼在她的背后展开。}",{随着时光流逝，她的力量日益增长。她能够驾驭湍急的瀑布，呼唤涓涓细流，以及用水的力量治愈受伤的生灵。然而，她深知这份特殊的能力必须用于保护与爱护。},{每当风暴肆虐，露娜挺身而出，用水的柔和之力抚平波涛，保护人们免受灾难之苦。她用水的温柔，温暖着世间的寒冷，用爱与和平点亮黑暗的角落。},{如今，露娜是众人心中永不熄灭的希望之光。她用纯洁的心灵与水的力量，守护着大自然与生命的美好。她是天使，也是水之护卫者。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luna is a pure-hearted angel gifted with the power of water; her wings are as soft as white clouds. She is a guardian of nature, bestowed with the mystical ability to control the water element.
Born near a tranquil lake, Luna's heart is as pure as a crystal-clear spring, and her angelic wings unfurl behind her.","As time goes by, her power grows stronger. She can control rushing waterfalls, summon gentle streams, and use the power of water to heal wounded creatures. Yet, she knows that this unique ability must be used for protection and care.","Whenever storms rage, Luna steps forward, using the gentle force of water to calm the waves and shield people from disaster. She uses the tender touch of water to warm the world's chill and illuminate dark corners with love and peace.","Now, Luna is the eternal beacon of hope in everyone's hearts. With her pure soul and the power of water, she safeguards the beauty of nature and all living beings. She is an angel and a protector of water.",,,,,,,,
112,{年幼时，瑶琳被一个神秘组织收养，接受严苛的训练，成为了他们最精锐的刺客。她的眼神冰冷如冰，心如铁石，学会了在战场上保持冷静与果断。},{长大后，瑶琳独当一面，成为了组织中最顶尖的杀手。她外表妖娆动人，却隐藏着致命的杀机。无论何时，她都是致命的引诱，敌人在瞬间陷入死亡陷阱。},{瑶琳的兵器储备丰富，剑、刀、弓、枪，无所不能。她的战技精湛，敌人常常只在她的眼神中看到死亡的冰冷。在战场之外，她孤寂如冰，但她坚信只有如此，才能守护自己的心灵。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yao Lin was a girl adopted by a mysterious organization at a young age, undergoing rigorous training to become the organization's most elite assassin. Her gaze was as cold as ice, and her heart as firm as a rock, learning to remain calm and decisive on the battlefield.","As she grew older, Yao Lin became the organization's top assassin. Despite her alluring appearance, she concealed a deadly allure. No matter the circumstance, she was a lethal lure, ensnaring enemies in a moment of death.","Yao Lin excelled in various weapons, from swords and knives to bows and guns, mastering them all. Her combat skills were exceptional, with enemies often only seeing death's icy gaze in her eyes. Off the battlefield, she was as solitary as ice, believing that this was necessary to protect her inner self.",,,,,,,,,
