plotId,chapter,bgnum,characterList,speaker,content,content_en
1957,38,10,-1_36,36,{聪明。我们人鱼族受辐射苦久矣。},"""Clever. My people have suffered from the radiation for a long time."""
1958,38,10,-1_36,-1,{既然如此，我们目标一致。我会安排你的住宿。},"""Since that's the case, our goals align. I'll arrange accommodations for you."""
1959,38,10,-1_36,36,{阳台就行。我喜欢高处看海。},"""The balcony will do. I like watching the sea from high places."""
1960,38,10,-1_36,-1,{可以。但别惹麻烦。},"""Agreed. But don't cause trouble."""
1961,38,10,-1_36,36,{我讨厌麻烦。只要宝石够，一切好说。},"""I hate trouble. As long as the gems are sufficient, all is well."""
1962,38,10,-1_36,-1,{明天开始执行。工程师会指导你。},"""We start tomorrow. The engineer will instruct you."""
1963,38,10,-1_36,36,{不用指导。我知道怎么唱。},"""No instruction needed. I know how to sing."""
1964,38,10,-1_36,-1,{好。希望这次合作能化解旧怨。},"""Good. I hope this cooperation can resolve old grudges."""
1965,38,10,-1_36,36,{旧怨？百年前的事，我还没忘呢。},"""Old grudges? I haven't forgotten what happened a century ago."""
1966,38,10,-1_36,-1,{百年前？那是什么？},"""A century ago? What was that?"""
1967,38,10,-1_36,36,{以后再说吧。先解决眼前问题。},"""I'll tell you later. Let's solve the current problem first."""
1968,38,10,-1_36,-1,{同意。明天见。},"""Agreed. See you tomorrow."""
1969,38,10,-1_36,0,{罗蕾莱潜入水中离开，你独自站在水晶库中沉思},"Lorelei slipped into the water and left. You stood alone in the crystal vault, deep in thought."
1970,38,10,-1_36,-1,{百年前？那是什么？},"""A century ago? What was that?"""
1971,38,10,-1_36,0,{远处传来罗蕾莱若有若无的声音},"Lorelei's faint, drifting voice came from afar."
1972,38,10,-1_36,36,{以后再说吧。先解决眼前问题。},"""I'll tell you later. Let's solve the current problem first."""
1973,38,10,-1,0,{月光透过水晶库的窗户洒落，你在宝石的光芒中陷入深思},"Moonlight streamed through the crystal vault windows. Amidst the glow of the gems, you sank into contemplation."
1974,39,10,0,0,{合作几周后，防护罩稳定，海洋污染减轻},"After several weeks of cooperation, the protective barrier stabilized, and ocean pollution decreased."
1975,39,10,-1_36,-1,{罗蕾莱，你的歌声效果显著。辐射水平下降了。},"""Lorelei, your singing has had a remarkable effect. Radiation levels have dropped."""
1976,39,10,-1_36,36,{当然，我可是花了大力气。},"""Of course. I've been putting in great effort."""
1977,39,10,-1_36,0,{你注意到罗蕾莱神色疲惫},You noticed Lorelei looked exhausted.
1978,39,10,-1_36,-1,{我注意到你每次歌唱后都很疲惫。需要更多休息吗？},"""I've noticed you look very tired after each singing session. Do you need more rest?"""
1979,39,10,-1_36,36,{宝石能量帮我恢复。但确实，历史真相该说说了。},"The gem energy helps me recover. But indeed, it's time to tell the truth about history."
1980,39,10,-1_36,-1,{真相？你之前提到百年前的事。},The truth? You mentioned something from a century ago.
1981,39,10,-1_36,36,{是的。百年前，你们陆地族为争夺水晶矿，在人鱼饮用的泉水中下毒。},"Yes. A century ago, your land-dwelling race poisoned the spring water used by the Merfolk in order to seize the crystal mines."
1982,39,10,-1_36,-1,{什么？这不可能！我祖父说人鱼族是侵略者。},What? That's impossible! My grandfather said the Merfolk were the aggressors.
1983,39,10,-1_36,36,{那是谎言。我们被迫迁往辐射污染严重的深海。},"That's a lie. We were forced to migrate to the deep sea, which was heavily polluted by radiation."
1984,39,10,-1_36,-1,{有证据吗？},Is there evidence?
1985,39,10,-1_36,36,{我从禁书库找到了古籍。上面完整记载了事件。},I found ancient texts in the forbidden archive. They fully document the event.
1986,39,10,-1_36,-1,{带我去看。如果属实，我必须补偿。},"Take me to see them. If it's true, I must make amends."
1987,39,10,-1_36,36,{不必了。污染解决后，我只想要阳台作为归属。},"No need. After the pollution is resolved, I only want the balcony as my place of belonging."
1988,39,10,-1_36,-1,{但城邦欠你们一个道歉。我可以把水晶库钥匙还给你。},But the city-state owes you an apology. I can return the key to the crystal vault to you.
1989,39,10,-1_36,36,{钥匙？那是过去的象征。我更喜欢现在的生活。},The key? That's a symbol of the past. I prefer my life now.
1990,39,10,-1_36,-1,{你确定？水晶库能量强大，能帮助人鱼族。},Are you sure? The crystal vault's energy is powerful and could help the Merfolk.
1991,39,10,-1_36,36,{我们已经适应了深海。阳台就够我享受阳光了。},We've adapted to the deep sea. The balcony is enough for me to enjoy the sun.
1992,39,10,-1_36,-1,{那么，我正式允诺：城堡阳台永远是你的休憩之所。},"Then, I formally grant it: the castle balcony shall forever be your place of rest."
1993,39,10,-1_36,36,{谢谢。这才是真正的和解。},Thank you. This is true reconciliation.
1994,39,10,-1_36,-1,{我会公开历史真相，纠正错误。},I will publicly reveal the historical truth to correct the wrongs.
1995,39,10,-1_36,36,{随你。但别打扰我的慵懒日子。},Suit yourself. But don't disturb my lazy days.
1996,39,10,-1_36,-1,{哈哈，好。你帮了大忙，城邦会铭记。},"Haha, fine. You've been a great help. The city-state will remember."
1997,39,10,-1_36,36,{铭记就不必了。多给我点宝石就行。},No need to remember. Just give me more gems.
1998,39,10,-1_36,-1,{当然。每月供应翻倍。},Of course. The monthly supply will be doubled.
1999,39,10,-1_36,36,{完美。现在，我要看云了，别吵我。},"Perfect. Now, I'm going to watch the clouds. Don't disturb me."
2000,39,10,-1_36,-1,{遵命。再见，罗蕾莱。},"Understood. Goodbye, Lorelei."
2001,39,10,_36,0,{你离开，罗蕾莱微笑望向大海},You left. Lorelei smiled as she gazed at the sea.
2002,40,1,-1,0,{你正在书房处理政务，门外传来轻柔的敲门声},You were handling official affairs in the study when a soft knock came at the door.
2003,40,1,-1,-1,{请进。},"""Come in."""
2004,40,1,-1_40,0,{瑞亚和克罗洛丝推门而入，瑞亚步伐坚定，克罗洛丝则略显文静。阳光透过琉璃窗，为她们精灵特有的优雅轮廓镀上一层光晕},"Rhea and Crolos entered. Rhea's steps were firm, while Crolos was more reserved. Sunlight filtered through the stained glass, casting a halo around their distinctly Elven silhouettes."
2005,40,1,-1_40,40,{尊敬的城主，日安。我是精灵族的使者瑞亚。},"""Respected Lord, good day. I am Rhea, an envoy of the Elves."""
2006,40,1,-1_1,1,{我是克罗洛丝。我们代表精灵族，为您带来问候与请求。},"""And I am Crolos. We represent the Elven race, bringing you greetings and a request."""
2007,40,1,-1_40,-1,{欢迎二位远道而来。不知精灵族有何要事相商？},"""Welcome, both of you, for coming such a long way. What important matter do the Elves wish to discuss?"""
2008,40,1,-1_40,40,{首先，请允许我们代表精灵族，对您成功解决海洋危机、促进大陆各族和平表达由衷的敬佩。},"""First, please allow us, on behalf of the Elves, to express our sincere admiration for your successful resolution of the ocean crisis and for promoting peace among the continent's races."""
2009,40,1,-1_1,1,{您的城邦所展现的繁荣与和谐，令我们深感钦佩。},"""The prosperity and harmony your city-state displays deeply impress us."""
2010,40,1,-1_1,-1,{过誉了。我所做的一切，不过是为了这片土地上所有生灵的共同福祉。},"""You flatter me. All I have done is for the common well-being of all beings on this land."""
2011,40,1,-1_40,0,{你注意到两位精灵使者交换了一个眼神，气氛转为严肃},"You noticed the two Elven envoys exchanged a glance, and the atmosphere turned serious."
2012,40,1,-1_40,40,{然而今日贸然来访，实因一件紧迫之事，关乎我们共同的边境。},"""However, our abrupt visit today is due to a pressing matter concerning our shared border."""
2013,40,1,-1_1,1,{与您城邦接壤的精灵之森边境区域，近期出现了异常的树木枯萎现象。},"""In the border region of the Elvenwood adjacent to your city-state, anomalous tree blight has recently appeared."""
2014,40,1,-1_40,-1,{枯萎？具体是怎样的情形？},"""Blight? What exactly is the situation?"""
2015,40,1,-1_40,40,{并非自然的衰败。树木仿佛在瞬间被抽干了生命能量，且枯萎范围正在迅速扩大。},"""It is not natural decay. The trees seem to have had their life energy drained in an instant, and the blighted area is spreading rapidly."""
2016,40,1,-1_1,1,{更令人不安的是，枯萎区域弥漫着一种……不祥的气息，与我们古籍中记载的某种湮灭前兆极为相似。},"""What is more disturbing is that the blighted area is permeated with an... ominous aura, highly similar to a certain prelude to annihilation recorded in our ancient texts."""
2017,40,1,-1_40,-1,{湮灭？这听起来非同小可。精灵族可曾查明原因？},"""Annihilation? That sounds grave. Have the Elves determined the cause?"""
2018,40,1,-1_40,40,{我们尝试了多种精灵魔法进行探测，但均告无效。那股力量似乎能规避我们的感知。},"""We have tried various Elven magics for detection, but all have failed. That power seems able to evade our perception."""
2019,40,1,-1_1,1,{正因如此，我们无法独自应对。我们深知您曾成功化解多次危机，拥有非凡的智慧与力量。},"""Precisely because of this, we cannot face it alone. We are well aware that you have successfully resolved multiple crises and possess extraordinary wisdom and strength."""
2020,40,1,-1_40,40,{因此，我们奉精灵王之命，诚挚邀请您亲往精灵之森，协助我们探明真相。},"""Therefore, by order of the Elven King, we sincerely invite you to personally come to the Elvenwood to assist us in uncovering the truth."""
2021,40,1,-1_40,-1,{邀请我？精灵之森向来鲜少有外人踏入。},"""Invite me? The Elvenwood has rarely allowed outsiders to enter."""
2022,40,1,-1_1,1,{正是您为大陆和平所做出的努力，赢得了精灵王的信任。我们相信，您的视角或许能发现我们忽略的线索。},"""It is precisely your efforts for the continent's peace that have earned the Elven King's trust. We believe your perspective might discover clues we have overlooked."""
2023,40,1,-1_40,40,{时间紧迫，枯萎的蔓延速度超乎想象，每延迟一刻，森林承受的伤害便加深一分。},"""Time is of the essence. The blight's spread exceeds expectations. Every moment of delay deepens the forest's wounds."""
2024,40,1,-1_40,-1,{我明白了。情况确实刻不容缓。请详细告诉我，枯萎还有哪些具体特征？},"""I understand. The situation is indeed urgent. Please tell me in detail, what other specific characteristics does the blight have?"""
2025,40,1,-1_40,40,{除了生命力的急速流失，某些枯萎的树木上还出现了诡异的绿色斑痕，触之冰冷，且魔法无法驱散。},"""Aside from the rapid loss of life force, some blighted trees have developed eerie green blemishes. They are cold to the touch, and magic cannot disperse them."""
2026,40,1,-1_1,1,{林中的动物也已纷纷逃离那片区域，这是极不寻常的征兆。},"""Animals in the forest have also fled the area, which is an extremely unusual sign."""
2027,40,1,-1_1,-1,{带有魔法抗性的斑痕，以及动物的本能逃离……这的确不像自然现象。我接受你们的邀请。},"""Blemishes with magic resistance, and animals fleeing by instinct... This indeed does not seem natural. I accept your invitation."""
2028,40,1,-1_40,40,{感激您的迅速决断！精灵族将为您提供一切必要的协助。},"""Thank you for your swift decision! The Elves will provide you with all necessary assistance."""
2029,40,1,-1_1,1,{前往精灵之森的路途需做些准备，那片区域目前可能潜藏未知的危险。},Preparing for the journey to the Elvenwood requires some arrangements. The area may currently harbor unknown dangers.
2030,40,1,-1_1,-1,{我会即刻集结一支精干的小队同行，确保行程安全。},"I will immediately assemble a capable team to accompany us, ensuring the safety of the trip."
2031,40,1,-1_40,40,{我将亲自为您引路。精灵之森的道路对于不熟悉的人来说如同迷宫。},I will personally guide you there. The paths of the Elvenwood are like a labyrinth to those unfamiliar.
2032,40,1,-1_1,1,{我可以沿途为您介绍相关的精灵族历史与传说，或许对探寻真相有所助益。},"I can also introduce you to relevant Elven history and legends along the way, which may aid in uncovering the truth."
2033,40,1,-1_40,-1,{好的。请二位先稍作休息，我会尽快安排，明日清晨出发。},"Very well. Please rest for now. I will make arrangements promptly, and we depart at dawn tomorrow."
2034,40,1,-1_40,40,{愿森林的祝福与星光指引我们此行。},May the forest's blessing and starlight guide our journey.
2035,40,1,-1_1,1,{期待与您并肩同行，揭开谜团。},We look forward to standing side by side with you to unravel this mystery.
2036,40,1,-1_1,-1,{也请代我向精灵王转达问候与感谢。},Please also convey my greetings and gratitude to the Elven King on my behalf.
2037,40,1,-1,0,{瑞亚与克罗洛丝优雅行礼，悄然退出书房。你起身走到窗前，望向精灵之森的方向，眉头微蹙，心中已然开始筹划接下来的行程与对策},"Rhea and Crolos bowed gracefully and quietly withdrew from the study. You rose and walked to the window, gazing toward the direction of the Elvenwood, a slight frown on your brow as you began planning the upcoming journey and strategy."
2038,41,1,-1_73,0,{你在庭院中整理行装，贝拉拉急匆匆地跑来，脸上带着显而易见的焦虑},"You were organizing your gear in the courtyard when Belala rushed over, her face visibly anxious."
2039,41,1,-1_73,73,{城主！我听说你要前往精灵之森？},"""Lord! I heard you are going to the Elvenwood?"""
2040,41,1,-1_73,-1,{贝拉拉？是的，我们收到了精灵族的邀请，去调查树木枯萎的事件。},"""Belala? Yes, we received an invitation from the Elves to investigate the tree blight."""
2041,41,1,-1_73,73,{树木枯萎……这个消息让我感到非常不安。},"""Tree blight... This news makes me very uneasy."""
2042,41,1,-1_73,-1,{为什么如此担忧？这似乎触动了你某些回忆。},"""Why so worried? This seems to have stirred some memories for you."""
2043,41,1,-1_73,73,{因为这次事件让我想起了过去那场可怕的大火，那种不祥的预感又回来了。},"""Because this incident reminds me of that terrible fire from the past. That ominous feeling has returned."""
2044,41,1,-1_73,-1,{是你曾经提到过的、导致你与族人失散的那场大火吗？},"""Is it the fire you once mentioned, the one that caused you to be separated from your kin?"""
2045,41,1,-1_73,73,{正是。那场蹊跷的大火发生前，也有着类似的征兆。},"""Exactly. Before that strange fire broke out, there were similar signs."""
2046,41,1,-1_73,0,{你示意贝拉拉坐在旁边的石凳上，专注地倾听},"You gestured for Belala to sit on a nearby stone bench, listening intently."
2047,41,1,-1_73,-1,{请详细说说当时的情况。},"""Please tell me more about what happened back then."""
2048,41,1,-1_73,73,{在火焰燃起之前，精灵之森突然陷入死寂，树木开始不自然地枯败，就和现在传言的状况非常相似。},"""Before the flames rose, the Elvenwood suddenly fell into dead silence. The trees began to wither unnaturally, very much like the rumors now."""
2049,41,1,-1_73,-1,{具体是什么样的征兆？},"""What specific signs were there?"""
2050,41,1,-1_73,73,{枯萎中带着一种诡异的绿色火焰气息，冰冷而令人不适。},"""The withering carried a strange aura of green flames—cold and unsettling."""
2051,41,1,-1_73,-1,{绿色火焰？这听起来像是某种黑暗魔法的作用。},"""Green flames? That sounds like the work of some dark magic."""
2052,41,1,-1_73,73,{大火中我确实看到了绿色火焰，还听到了刺耳的冷笑声。},"""I did see green flames in the fire, and I heard a piercing, cold laughter."""
2053,41,1,-1_73,-1,{冷笑声？这意味着是人为造成的吗？},"""Cold laughter? That suggests it was man-made?"""
2054,41,1,-1_73,73,{我不能确定，但瓦妮莎可能知道更多内情。},"""I cannot be certain, but Vanessa might know more."""
2055,41,1,-1_73,-1,{瓦妮莎？你之前偶然提及的那位精灵？},"""Vanessa? That Elf you mentioned before?"""
2056,41,1,-1_73,73,{是的。她向来沉默寡言，而那场大火之后，我们便走上了不同的道路。},"""Yes. She has always been taciturn. After that fire, we went our separate ways."""
2057,41,1,-1_73,0,{你沉思片刻，意识到这些信息可能至关重要},"You pondered for a moment, realizing this information might be crucial."
2058,41,1,-1_73,-1,{能否再回忆更多细节？这对调查或许有巨大帮助。},"""Can you recall more details? This could be of great help to the investigation."""
2059,41,1,-1_73,73,{大火发生前，森林异常寂静，动物纷纷逃离，树木无缘无故地枯萎。},"""Before the fire, the forest was eerily quiet. Animals fled, and trees withered for no reason."""
2060,41,1,-1_73,-1,{这确实和现在边境报告的情况很吻合。},"""That does align closely with the current border reports."""
2061,41,1,-1_73,73,{然后绿色火焰就燃了起来，浓烟中夹杂着冷笑声，而精灵们……似乎早已撤离了。},"""Then the green flames ignited. Harsh laughter mixed with the thick smoke, and the Elves... seemed to have evacuated long before."""
2062,41,1,-1_73,-1,{撤离？精灵族当时没有警告你吗？},"""Evacuated? Didn't the Elves warn you at the time?"""
2063,41,1,-1_73,73,{我不知道原因。也许我被遗弃了，也许其中另有隐情。},"""I don't know why. Perhaps I was abandoned. Perhaps there were other circumstances."""
2064,41,1,-1_73,-1,{如此看来，当前的枯萎事件可能并非偶然。},"""It seems the current blight may not be accidental."""
2065,41,1,-1_73,73,{我有一种强烈的直觉，这次事件与过去的悲剧存在着某种联系。},"""I have a strong intuition that this incident is connected to the past tragedy in some way."""
2066,41,1,-1_73,0,{你注意到贝拉拉的手微微颤抖，递给她一杯水},You noticed Belala's hands trembling slightly and offered her a cup of water.
2067,41,1,-1_73,-1,{精灵族的高层，比如瑞亚和克罗洛丝，他们了解你的这些经历吗？},"""Do the higher-ups of the Elves, like Rhea and Crolos, know about these experiences of yours?"""
2068,41,1,-1_73,73,{她们可能并不清楚细节。大火之后，我独自流浪了很长一段时间。},"""They might not know the details. After the fire, I wandered alone for a long time."""
2069,41,1,-1_73,-1,{你的直觉和记忆是非常宝贵的线索，我会格外谨慎。},"""Your intuition and memories are invaluable clues. I will proceed with extra caution."""
2070,41,1,-1_73,73,{城主，请你一定要小心。那场大火让我失去了家园和太多东西。},"""Lord, please be very careful. That fire cost me my home and so much more."""
2071,41,1,-1_73,-1,{我明白你的恐惧。但邀请已经接受，我们无法退缩。},"""I understand your fear. But the invitation has been accepted. We cannot retreat now."""
2072,41,1,-1_73,73,{我知道你决心已定……但请务必做好万全的准备。},"""I know your mind is made up... But please, prepare thoroughly."""
2073,41,1,-1_73,-1,{你会考虑加入调查小队吗？},"""Would you consider joining the investigation team?"""
2074,41,1,-1_73,73,{我……我不确定族人的下落，恐怕帮不上大忙，但我愿意分享所有我知道的事情。},"""I... I'm unsure of my kin's whereabouts. I'm afraid I might not be of much help. But I am willing to share everything I know."""
2075,41,1,-1_73,-1,{你分享的故事本身就是极其关键的线索。},"""The stories you share are themselves crucial clues."""
2076,41,1,-1_73,73,{那种绿色火焰，很可能是某种侵蚀生命力的黑暗魔法。},"""That green flame is likely a form of dark magic that erodes life force."""
2077,41,1,-1_73,-1,{精灵族魔法强大，为何当时无法阻止？},"""If Elven magic is so powerful, why couldn't they stop it back then?"""
2078,41,1,-1_73,73,{也许……这次的枯萎预示着某种更古老、更黑暗的力量正在苏醒。},"""Perhaps... this current blight signals the awakening of something older and darker."""
2079,41,1,-1_73,-1,{像是那些被历史刻意掩盖的部分？},"""Yes. It feels like parts of history deliberately buried."""
2080,41,1,-1_73,73,{克罗洛丝或许知道一些内情，瓦妮莎肯定知道得更多。},"""Crolos might know some of the inside story. Vanessa definitely knows more."""
2081,41,1,-1_73,0,{你站起身，目光望向精灵之森的方向},"You stood up, your gaze turning toward the direction of the Elvenwood."
2082,41,1,-1_73,-1,{我会与克罗洛丝深入谈谈，也会设法接触瓦妮莎。非常感谢你告诉我这一切。},"""I will have a deeper talk with Crolos and also try to contact Vanessa. Thank you very much for telling me all this."""
2083,41,1,-1_73,73,{我只是不希望再有人经历我所承受过的痛苦。},"""I just don't want anyone else to go through the pain I endured."""
2084,41,1,-1_73,-1,{我向你承诺，会全力查明真相，守护这片土地的和平。},"""I promise you, I will do everything to uncover the truth and protect the peace of this land."""
2085,41,1,-1_73,73,{愿你的旅程平安。我会在城里为你祈祷。},"""May your journey be safe. I will pray for you in the city."""
2086,41,1,-1_73,0,{贝拉拉神情依旧忧虑，你轻轻拍了拍她的肩，试图给予一些安慰},"Belala still looked worried. You gently patted her shoulder, trying to offer some comfort."
2087,41,1,-1_73,-1,{我会带着你的警示前行，一切会水落石出的。},"""I will carry your warning with me. The truth will come out."""
2088,41,1,-1_73,73,{请务必平安归来。},"""Please, please return safely."""
2089,42,1,-1,0,{你站在城墙上，远眺着远方精灵之森的方向，目光深沉。贝拉拉轻盈地走到你身边，她的目光同样投向那片森林},"You stood on the city wall, looking deeply toward the distant Elvenwood. Belala approached you lightly, her gaze also fixed on the forest."
2090,42,1,-1_73,-1,{贝拉拉，我仔细思考了你之前说的话。},"""Belala, I've been thinking carefully about what you said before."""
2091,42,1,-1_73,73,{所以你仍然决定要去吗？},"""So you still decided to go?"""
2092,42,1,-1_73,-1,{是的。森林的枯萎问题关系到所有种族的安危，我不能袖手旁观。},"""Yes. The forest blight concerns the safety of all races. I cannot stand by."""
2093,42,1,-1_73,73,{但这趟旅程的风险太大了，我担心会重蹈从前的覆辙。},"""But this journey is too risky. I fear history might repeat itself."""
2094,42,1,-1_73,-1,{正因为存在风险，我们才更需要采取行动。},"""Precisely because there is risk, we must take action."""
2095,42,1,-1_73,73,{我明白。你总是这样勇敢。},"""I understand. You are always so brave."""
2096,42,1,-1_73,-1,{这不是勇敢，而是责任。就像瑞亚守护她的家园一样，这是我们必须承担的责任。},"""It's not bravery; it's responsibility. Just like how Rhea protects her home, it's a duty we must bear."""
2097,42,1,-1_73,73,{可是...我连自己的森林都没有守护好，至今想起来仍然感到愧疚。},"""But... I couldn't even protect my own forest. I still feel guilty when I think about it."""
2098,42,1,-1_73,-1,{那不是你的过错。而现在，我们有机会一起阻止悲剧重演。},"""That wasn't your fault. And now, we have a chance to prevent tragedy from happening again together."""
2099,42,1,-1_73,73,{你会带上瑞亚和克罗洛丝同行吗？},"""Will you take Rhea and Crolos with you?"""
2100,42,1,-1_73,-1,{当然。他们作为精灵使者，会为我们提供必要的指引。},"""Of course. As Elven envoys, they will provide the necessary guidance."""
2101,42,1,-1_73,73,{那么...我只能在这里为你送上祝福了。},"""Then... all I can do is offer you my blessings here."""
2102,42,1,-1_73,-1,{你的祝福就是我最需要的力量。贝拉拉，在我离开期间，你愿意代为管理这座城市吗？},"""Your blessings are the strength I need most. Belala, would you manage the city in my absence?"""
2103,42,1,-1_73,73,{我？我可以胜任吗？我只是个喜欢恶作剧的精灵而已。},"""Me? Am I capable? I'm just an Elf who likes pranks."""
2104,42,1,-1_73,-1,{你曾经为城市的繁荣做出过很多贡献，你的智慧值得信赖。},"""You've contributed much to the city's prosperity. Your wisdom is trustworthy."""
2105,42,1,-1_73,73,{感谢你的信任。我一定会尽力维护城市的和平。},"""Thank you for your trust. I will do my best to maintain the city's peace."""
2106,42,1,-1_73,-1,{请记住，要像克罗洛丝那样，细致记录日常事务，保持敏锐的观察。},"""Remember, be meticulous like Crolos in recording daily affairs. Stay observant."""
2107,42,1,-1_73,73,{好的。我会特别留意任何异常情况，尤其是与森林枯萎有关的迹象。},"""Alright. I will pay special attention to any anomalies, especially signs related to the forest blight."""
2108,42,1,-1_73,-1,{如果发现绿色火焰的踪迹，请立即用魔法信号联系我。},"""If you find traces of green flames, contact me immediately with a magic signal."""
2109,42,1,-1_73,73,{我承诺会坚守岗位，不会不告而别。},"""I promise I will stay at my post. I won't disappear without a word."""
2110,42,1,-1_73,-1,{这样我就放心了。我们明天一早就出发。},"""That puts my mind at ease. We depart at dawn tomorrow."""
2111,42,1,-1_73,73,{请允许我为你举行精灵的古老祝福仪式。},"""Please allow me to perform an ancient Elven blessing ceremony for you."""
2112,42,1,-1_73,-1,{我很感激。},"""I would be grateful."""
2113,42,1,-1_73,73,{愿星辰指引你的道路，愿森林回应你的呼唤。},"""May the stars guide your path. May the forest answer your call."""
2114,42,1,-1_73,-1,{谢谢您，贝拉拉。你的支持让我更加坚定。},"""Thank you, Belala. Your support makes me more determined."""
2115,42,1,-1_73,-1,{你一定要平安回来。这座城市需要你},"""You must come back safely. This city needs you."""
2116,42,1,-1_73,73,{我一定会的。真相终将水落石出。},"""I will. The truth will come out."""
2117,42,1,-1_73,-1,{我会每天在花园记录各项事务，等待你的消息。},"""I will record all affairs daily in the garden, waiting for your news."""
2118,42,1,-1_73,-1,{请保持希望。这或许也是你寻找族人的一个好机会。},"""Keep hope. This might also be a good chance for you to find your kin."""
2119,42,1,-1_73,73,{希望如此。再见。},"""I hope so. Goodbye."""
2120,42,1,-1_73,-1,{再见，贝拉拉。请守护好我们的家园。},"""Goodbye, Belala. Please guard our home."""
2121,42,1,-1_73,0,{贝拉拉挥手告别，你转身准备出发。远处，精灵之森在暮色中若隐若现},"Belala waved goodbye. You turned to prepare for departure. In the distance, the Elvenwood was faintly visible in the twilight."
2122,42,1,-1_73,0,{贝拉拉望着你离去的背影，轻声吟唱起古老的精灵祷文。她的眼中闪烁着担忧与希望交织的光芒},Belala watched your receding figure and softly chanted an ancient Elven prayer. Her eyes shimmered with a mix of worry and hope.
2123,42,1,-1,0,{你走下城墙，脚步坚定。明天，一段新的旅程即将开始},"You descended the city wall with firm steps. Tomorrow, a new journey would begin."
2124,43,1,0,0,{贝拉拉刚离开房间，你正独自沉思，门被轻轻推开，达菲和露米一同走了进来},"Belala had just left the room. You were lost in thought when the door opened quietly, and Duffy and Lumi entered together."
2125,43,1,-1_52,-1,{达菲，你来了？这位是……},"""Duffy, you're here? And this is..."""
2126,43,1,-1_52,52,{城主大人，这是露米，她有事想和您谈谈。},"""Lord, this is Lumi. She has something she wishes to discuss with you."""
2127,43,1,-1_113,113,{城主大人，您好。},"""Lord, hello."""
2128,43,1,-1_113,-1,{露米？我记得你，你是那个精灵混血的女孩。有什么事吗？},"""Lumi? I remember you. You're the half-Elf girl. What is it?"""
2129,43,1,-1_113,113,{我听说您即将有一次重要的行动，请务必带上我。},"""I heard you are about to undertake an important mission. Please, you must take me with you."""
2130,43,1,-1_113,-1,{带上你？这次行动可能很危险，你不必勉强自己。},"""Take you? This mission may be dangerous. You don't have to push yourself."""
2131,43,1,-1_113,113,{我不怕危险。我能感知魔法元素，或许能帮上忙。},"""I'm not afraid of danger. I can sense magical elements. Perhaps I can be of help."""
2132,43,1,-1_52,52,{哼，别看露米平时内向，她的魔法能力可是很强的。},"""Hmph, don't let Lumi's usual shyness fool you. Her magical abilities are quite strong."""
2133,43,1,-1_113,-1,{谢谢你的好意，但为什么突然想加入？},"""Thank you for your kindness, but why do you suddenly want to join?"""
2134,43,1,-1_113,113,{我想为这座城市做点什么。成为精灵和人类之间的桥梁，这是我的愿望。},"""I want to do something for this city. To become a bridge between Elves and humans—that is my wish."""
2135,43,1,-1_113,-1,{桥梁？这听起来很有意义。},"""A bridge? That sounds very meaningful."""
2136,43,1,-1_113,113,{是的，我经历过孤独和挣扎，但现在我想用我的力量帮助他人。},"""Yes. I've experienced loneliness and struggle, but now I want to use my power to help others."""
2137,43,1,-1_52,52,{城主大人，露米的能力确实独特，或许能弥补我们队伍的不足。},"""Lord, Lumi's abilities are indeed unique. They might compensate for what our team lacks."""
2138,43,1,-1_52,-1,{你说得对，我的思路似乎被打开了。这次行动需要更多助力。},"""You're right. My perspective seems to have broadened. This mission requires more support."""
2139,43,1,-1_52,52,{除了露米，我还想到两个人选：帕特拉和斯莉德。},"""Besides Lumi, I can think of two other candidates: Patra and Slider."""
2140,43,1,-1_52,-1,{帕特拉？是那个从古老遗迹中苏醒的精灵吗？},"""Patra? The Elf who awoke from an ancient ruin?"""
2141,43,1,-1_52,52,{正是她。帕特拉见识过历史兴衰，或许能提供宝贵的见解。},"""That's her. Patra has witnessed the rise and fall of history. She might provide valuable insight."""
2142,43,1,-1_52,-1,{那斯莉德呢？她不是那个被创造的战争精灵吗？},"""And Slider? Isn't she the created war-elf?"""
2143,43,1,-1_52,52,{斯莉德战斗经验丰富，虽然孤傲，但实力不容小觑。},"""Slider has rich combat experience. Though aloof, her strength is not to be underestimated."""
2144,43,1,-1_113,113,{城主大人，多一个人多一份力量，我相信她们会愿意帮忙的。},"""Lord, more people mean more strength. I believe they would be willing to help."""
2145,43,1,-1_52,-1,{但她们会同意加入吗？我担心这太突然了。},"""But will they agree to join? I worry it's too sudden."""
2146,43,1,-1_52,52,{交给我吧，我和她们有些交情，应该能说服她们。},"""Leave it to me. I have some acquaintance with them and should be able to persuade them."""
2147,43,1,-1_52,-1,{达菲，你总是这么可靠。那露米，你确定要加入吗？},"""Duffy, you're always so reliable. Then, Lumi, are you sure you want to join?"""
2148,43,1,-1_113,113,{我确定。这是我的选择，也是我的责任。},"""I am sure. This is my choice and my responsibility."""
2149,43,1,-1_113,-1,{你的勇气让我感动。露米，欢迎加入。},"""Your courage moves me. Lumi, welcome aboard."""
2150,43,1,-1_52,52,{城主大人，那我现在就去邀请帕特拉和斯莉德？},"""Lord, should I go invite Patra and Slider now?"""
2151,43,1,-1_52,-1,{好，拜托你了。越快越好，我们时间不多了。},"""Yes, please do. The sooner, the better. We are running out of time."""
2152,43,1,-1_52,52,{放心，我这就去办。},"""Don't worry. I'll handle it right away."""
